geo_point_2d,fenomeno,taxonomia,intensidad,alcaldia,area_m2,period_ret,intens_num,int2
"19.2974749667,-99.1872579063",Hidrometeorológicos,Precipitación,Medio,Tlalpan,163726.787144,5 años,60 a 64,3
"19.2921838295,-99.1816848148",Hidrometeorológicos,Precipitación,Medio,Tlalpan,311640.536152,5 años,60 a 64,3
"19.1977738762,-99.122853263",Hidrometeorológicos,Precipitación,Alto,Xochimilco,754238.499557,5 años,64 a 70,4
"19.5417687551,-99.1508024577",Hidrometeorológicos,Precipitación,Alto,Gustavo A. Madero,227074.575891,5 años,64 a 70,4
"19.5196332023,-99.1508721218",Hidrometeorológicos,Precipitación,Medio,Gustavo A. Madero,205228.390375,5 años,60 a 64,3
"19.3468914977,-99.08000899",Hidrometeorológicos,Precipitación,Bajo,Iztapalapa,124169.966604,5 años,54 a 60,2
"19.3013098605,-99.1823108873",Hidrometeorológicos,Precipitación,Medio,Tlalpan,293069.822353,5 años,60 a 64,3
"19.3244250475,-99.0372083699",Hidrometeorológicos,Precipitación,Muy Bajo,Iztapalapa,232446.585845,5 años,41 a 54,1
"19.3102268787,-99.0687101893",Hidrometeorológicos,Precipitación,Bajo,Iztapalapa,182703.3783,5 años,54 a 60,2
"19.1943249639,-99.1598032364",Hidrometeorológicos,Precipitación,Medio,Tlalpan,820057.458932,5 años,60 a 64,3
"19.4822608546,-99.2164358196",Hidrometeorológicos,Precipitación,Alto,Azcapotzalco,211739.561636,5 años,64 a 70,4
"19.4658185127,-99.11499197",Hidrometeorológicos,Precipitación,Bajo,Gustavo A. Madero,124067.314592,5 años,54 a 60,2
"19.50518825,-99.1262119363",Hidrometeorológicos,Precipitación,Bajo,Gustavo A. Madero,194151.499601,5 años,54 a 60,2
"19.5118227883,-99.1321576734",Hidrometeorológicos,Precipitación,Bajo,Gustavo A. Madero,60153.1855772,5 años,54 a 60,2
"19.4624522382,-99.1069098327",Hidrometeorológicos,Precipitación,Bajo,Gustavo A. Madero,153341.28964,5 años,54 a 60,2
"19.4552952985,-99.0711943015",Hidrometeorológicos,Precipitación,Muy Bajo,Gustavo A. Madero,169218.912177,5 años,41 a 54,1
"19.449114424,-99.0872870827",Hidrometeorológicos,Precipitación,Muy Bajo,Gustavo A. Madero,305570.328797,5 años,41 a 54,1
"19.3408683096,-99.1808092659",Hidrometeorológicos,Precipitación,Medio,Coyoacán,66488.390152,5 años,60 a 64,3
"19.3133896573,-99.1418882262",Hidrometeorológicos,Precipitación,Medio,Coyoacán,285177.247139,5 años,60 a 64,3
"19.3199240989,-99.1099491221",Hidrometeorológicos,Precipitación,Bajo,Coyoacán,97530.7034008,5 años,54 a 60,2
"19.3064432919,-99.1772402682",Hidrometeorológicos,Precipitación,Medio,Coyoacán,78362.198075,5 años,60 a 64,3
"19.3588082589,-99.2735213983",Hidrometeorológicos,Precipitación,Medio,Cuajimalpa de Morelos,3170731.29109,5 años,60 a 64,3
"19.4637066226,-99.1693320484",Hidrometeorológicos,Precipitación,Medio,Azcapotzalco,223062.712727,5 años,60 a 64,3
"19.5159034826,-99.1598442174",Hidrometeorológicos,Precipitación,Medio,Gustavo A. Madero,254757.299487,5 años,60 a 64,3
"19.3030886205,-99.1496687675",Hidrometeorológicos,Precipitación,Medio,Coyoacán,1198189.80943,5 años,60 a 64,3
"19.4032362249,-99.0889822541",Hidrometeorológicos,Precipitación,Bajo,Iztacalco,1629848.35845,5 años,54 a 60,2
"19.5289752506,-99.1551023117",Hidrometeorológicos,Precipitación,Medio,Gustavo A. Madero,162623.436508,5 años,60 a 64,3
"19.4774588726,-99.214475378",Hidrometeorológicos,Precipitación,Alto,Azcapotzalco,177118.764865,5 años,64 a 70,4
"19.4882513064,-99.1877240728",Hidrometeorológicos,Precipitación,Medio,Azcapotzalco,220061.292289,5 años,60 a 64,3
"19.5331795739,-99.1444040945",Hidrometeorológicos,Precipitación,Medio,Gustavo A. Madero,211977.456662,5 años,60 a 64,3
"19.3215090867,-99.1850319752",Hidrometeorológicos,Precipitación,Medio,Coyoacán,7251733.84568,5 años,60 a 64,3
"19.3220787679,-99.1211735692",Hidrometeorológicos,Precipitación,Bajo,Coyoacán,197967.146895,5 años,54 a 60,2
"19.4707949623,-99.149151303",Hidrometeorológicos,Precipitación,Bajo,Azcapotzalco,146458.766832,5 años,54 a 60,2
"19.3352324569,-99.1201876249",Hidrometeorológicos,Precipitación,Bajo,Coyoacán,355012.655932,5 años,54 a 60,2
"19.5065570704,-99.1927308139",Hidrometeorológicos,Precipitación,Alto,Azcapotzalco,132864.857511,5 años,64 a 70,4
"19.4752701002,-99.200543886",Hidrometeorológicos,Precipitación,Alto,Azcapotzalco,451996.86568,5 años,64 a 70,4
"19.3030650405,-99.2439967776",Hidrometeorológicos,Precipitación,Medio,La Magdalena Contreras,381842.664426,5 años,60 a 64,3
"19.3622674379,-98.997824648",Hidrometeorológicos,Precipitación,Muy Bajo,Iztapalapa,107904.431232,5 años,41 a 54,1
"19.3602134787,-99.2543483877",Hidrometeorológicos,Precipitación,Medio,Álvaro Obregón,233170.245304,5 años,60 a 64,3
"19.3654281126,-99.2946611604",Hidrometeorológicos,Precipitación,Medio,Cuajimalpa de Morelos,315034.615487,5 años,60 a 64,3
"19.3060971031,-99.2567426139",Hidrometeorológicos,Precipitación,Medio,La Magdalena Contreras,268917.324983,5 años,60 a 64,3
"19.3022474445,-99.2352482226",Hidrometeorológicos,Precipitación,Medio,La Magdalena Contreras,439045.591027,5 años,60 a 64,3
"19.3237667638,-99.1706051492",Hidrometeorológicos,Precipitación,Medio,Coyoacán,306276.654846,5 años,60 a 64,3
"19.3268799768,-99.1106638129",Hidrometeorológicos,Precipitación,Bajo,Coyoacán,144622.098669,5 años,54 a 60,2
"19.3658124098,-99.0862135095",Hidrometeorológicos,Precipitación,Bajo,Iztapalapa,684335.567231,5 años,54 a 60,2
"19.3511716561,-99.0855856725",Hidrometeorológicos,Precipitación,Bajo,Iztapalapa,184945.758447,5 años,54 a 60,2
"19.3607111994,-99.1200325665",Hidrometeorológicos,Precipitación,Bajo,Iztapalapa,297359.313563,5 años,54 a 60,2
"19.4832274269,-99.1458301825",Hidrometeorológicos,Precipitación,Bajo,Gustavo A. Madero,201347.847712,5 años,54 a 60,2
"19.4058126101,-99.1339421452",Hidrometeorológicos,Precipitación,Bajo,Cuauhtémoc,271844.928815,5 años,54 a 60,2
"19.4283894099,-99.0695966522",Hidrometeorológicos,Precipitación,Muy Bajo,Venustiano Carranza,157156.566268,5 años,41 a 54,1
"19.4472458376,-99.2095622787",Hidrometeorológicos,Precipitación,Alto,Miguel Hidalgo,250826.195472,5 años,64 a 70,4
"19.4762932637,-99.1601582025",Hidrometeorológicos,Precipitación,Medio,Azcapotzalco,227932.770172,5 años,60 a 64,3
"19.4441800398,-99.0832316741",Hidrometeorológicos,Precipitación,Muy Bajo,Venustiano Carranza,305100.971801,5 años,41 a 54,1
"19.4825069131,-99.1879444524",Hidrometeorológicos,Precipitación,Medio,Azcapotzalco,312726.134789,5 años,60 a 64,3
"19.4994654023,-99.2006880547",Hidrometeorológicos,Precipitación,Alto,Azcapotzalco,174225.549027,5 años,64 a 70,4
"19.4393746202,-99.1899523152",Hidrometeorológicos,Precipitación,Alto,Miguel Hidalgo,281704.246832,5 años,64 a 70,4
"19.4139218993,-99.1073817788",Hidrometeorológicos,Precipitación,Bajo,Venustiano Carranza,71529.0863742,5 años,54 a 60,2
"19.443385662,-99.1025731548",Hidrometeorológicos,Precipitación,Bajo,Venustiano Carranza,173061.455534,5 años,54 a 60,2
"19.4393836798,-99.1288284737",Hidrometeorológicos,Precipitación,Bajo,Cuauhtémoc,278399.682853,5 años,54 a 60,2
"19.4496707539,-99.1318012621",Hidrometeorológicos,Precipitación,Bajo,Cuauhtémoc,207186.325514,5 años,54 a 60,2
"19.4547201973,-99.1428775242",Hidrometeorológicos,Precipitación,Bajo,Cuauhtémoc,25792.5084486,5 años,54 a 60,2
"19.4504708148,-99.1743946019",Hidrometeorológicos,Precipitación,Medio,Miguel Hidalgo,111560.270992,5 años,60 a 64,3
"19.3740910442,-99.1653563357",Hidrometeorológicos,Precipitación,Medio,Benito Juárez,282463.711865,5 años,60 a 64,3
"19.4527137592,-99.1323397615",Hidrometeorológicos,Precipitación,Bajo,Cuauhtémoc,33192.5515138,5 años,54 a 60,2
"19.4615491983,-99.1950717632",Hidrometeorológicos,Precipitación,Alto,Miguel Hidalgo,377593.505599,5 años,64 a 70,4
"19.4295184501,-99.1982472509",Hidrometeorológicos,Precipitación,Alto,Miguel Hidalgo,208009.619806,5 años,64 a 70,4
"19.4359744143,-99.1339579713",Hidrometeorológicos,Precipitación,Bajo,Cuauhtémoc,267444.741956,5 años,54 a 60,2
"19.4529809324,-99.1346496714",Hidrometeorológicos,Precipitación,Bajo,Cuauhtémoc,27873.8009774,5 años,54 a 60,2
"19.3834194777,-99.1736658848",Hidrometeorológicos,Precipitación,Medio,Benito Juárez,152424.999343,5 años,60 a 64,3
"19.2161011288,-99.1015160126",Hidrometeorológicos,Precipitación,Medio,Xochimilco,574331.97778,5 años,60 a 64,3
"19.2235079672,-99.1021064662",Hidrometeorológicos,Precipitación,Medio,Xochimilco,359873.060239,5 años,60 a 64,3
"19.2781739187,-99.1299981341",Hidrometeorológicos,Precipitación,Medio,Xochimilco,263083.523396,5 años,60 a 64,3
"19.2357215077,-99.1120000813",Hidrometeorológicos,Precipitación,Medio,Xochimilco,126699.411191,5 años,60 a 64,3
"19.3813648515,-99.178812995",Hidrometeorológicos,Precipitación,Medio,Benito Juárez,486885.383032,5 años,60 a 64,3
"19.3949045474,-99.1401205839",Hidrometeorológicos,Precipitación,Bajo,Benito Juárez,251972.246046,5 años,54 a 60,2
"19.3885597096,-99.1364615233",Hidrometeorológicos,Precipitación,Bajo,Benito Juárez,145405.517839,5 años,54 a 60,2
"19.3010904856,-99.0960794566",Hidrometeorológicos,Precipitación,Bajo,Xochimilco,3171486.8043,5 años,54 a 60,2
"19.2604597801,-99.101521084",Hidrometeorológicos,Precipitación,Bajo,Xochimilco,182500.112415,5 años,54 a 60,2
"19.2833123702,-99.0032329968",Hidrometeorológicos,Precipitación,Muy Bajo,Tláhuac,328390.650028,5 años,41 a 54,1
"19.276434007,-99.1105992283",Hidrometeorológicos,Precipitación,Bajo,Xochimilco,899498.271458,5 años,54 a 60,2
"19.302223993,-99.2226853793",Hidrometeorológicos,Precipitación,Medio,Tlalpan,308472.386143,5 años,60 a 64,3
"19.2898224001,-99.2352826357",Hidrometeorológicos,Precipitación,Medio,Tlalpan,276689.491716,5 años,60 a 64,3
"19.2888682616,-99.1833992412",Hidrometeorológicos,Precipitación,Medio,Tlalpan,252220.145515,5 años,60 a 64,3
"19.3694919048,-99.1966547025",Hidrometeorológicos,Precipitación,Medio,Álvaro Obregón,22299.4286933,5 años,60 a 64,3
"19.2360134565,-99.1534127815",Hidrometeorológicos,Precipitación,Medio,Tlalpan,2070169.44101,5 años,60 a 64,3
"19.2276041044,-98.9941234328",Hidrometeorológicos,Precipitación,Muy Bajo,Tláhuac,234874.042009,5 años,41 a 54,1
"19.3571101502,-99.2294866226",Hidrometeorológicos,Precipitación,Medio,Álvaro Obregón,116584.671873,5 años,60 a 64,3
"19.2782865605,-98.993918721",Hidrometeorológicos,Precipitación,Muy Bajo,Tláhuac,147841.797564,5 años,41 a 54,1
"19.3266175055,-99.0723481498",Hidrometeorológicos,Precipitación,Bajo,Iztapalapa,124843.734139,5 años,54 a 60,2
"19.3286504544,-99.0848408645",Hidrometeorológicos,Precipitación,Bajo,Iztapalapa,96582.024615,5 años,54 a 60,2
"19.2559413572,-99.1261039181",Hidrometeorológicos,Precipitación,Medio,Xochimilco,928870.638563,5 años,60 a 64,3
"19.2900621746,-99.1274741866",Hidrometeorológicos,Precipitación,Medio,Tlalpan,89261.7112084,5 años,60 a 64,3
"19.3768972924,-99.2486104185",Hidrometeorológicos,Precipitación,Medio,Álvaro Obregón,519408.159622,5 años,60 a 64,3
"19.3084657036,-99.0372210352",Hidrometeorológicos,Precipitación,Muy Bajo,Tláhuac,263525.255966,5 años,41 a 54,1
"19.2966616135,-99.0524144931",Hidrometeorológicos,Precipitación,Muy Bajo,Tláhuac,230048.42995,5 años,41 a 54,1
"19.3388499766,-99.2054645547",Hidrometeorológicos,Precipitación,Medio,Álvaro Obregón,276896.928652,5 años,60 a 64,3
"19.3733034659,-99.1974217299",Hidrometeorológicos,Precipitación,Medio,Álvaro Obregón,144042.059677,5 años,60 a 64,3
"19.2394473559,-99.1834730561",Hidrometeorológicos,Precipitación,Medio,Tlalpan,5990.91238026,5 años,60 a 64,3
"19.2877045118,-99.0576441082",Hidrometeorológicos,Precipitación,Bajo,Tláhuac,119472.709999,5 años,54 a 60,2
"19.2865415602,-99.0621042991",Hidrometeorológicos,Precipitación,Bajo,Tláhuac,254558.633687,5 años,54 a 60,2
"19.3784079514,-99.2073261644",Hidrometeorológicos,Precipitación,Alto,Álvaro Obregón,202495.937829,5 años,64 a 70,4
"19.1843492228,-99.0620132446",Hidrometeorológicos,Precipitación,Bajo,Milpa Alta,77092.0685713,5 años,54 a 60,2
"19.3412628194,-99.1048178658",Hidrometeorológicos,Precipitación,Bajo,Iztapalapa,118885.671754,5 años,54 a 60,2
"19.1917416525,-99.0230159027",Hidrometeorológicos,Precipitación,Bajo,Milpa Alta,761577.3201,5 años,54 a 60,2
"19.3756134068,-99.0583599783",Hidrometeorológicos,Precipitación,Bajo,Iztapalapa,23654.6790259,5 años,54 a 60,2
"19.343876138,-98.986133158",Hidrometeorológicos,Precipitación,Muy Bajo,Iztapalapa,140708.976579,5 años,41 a 54,1
"19.3768682538,-99.0511055049",Hidrometeorológicos,Precipitación,Bajo,Iztapalapa,65779.4664928,5 años,54 a 60,2
"19.3673279925,-99.1235083586",Hidrometeorológicos,Precipitación,Bajo,Iztapalapa,92707.7278496,5 años,54 a 60,2
"19.3527839398,-98.9918613606",Hidrometeorológicos,Precipitación,Muy Bajo,Iztapalapa,192325.004557,5 años,41 a 54,1
"19.3347125548,-99.0387307355",Hidrometeorológicos,Precipitación,Muy Bajo,Iztapalapa,257555.591164,5 años,41 a 54,1
"19.3782721214,-99.0522221471",Hidrometeorológicos,Precipitación,Bajo,Iztapalapa,64019.3053305,5 años,54 a 60,2
"19.3754920623,-99.0071776398",Hidrometeorológicos,Precipitación,Muy Bajo,Iztapalapa,51391.2123648,5 años,41 a 54,1
"19.389014161,-99.0611358591",Hidrometeorológicos,Precipitación,Bajo,Iztacalco,47942.2305424,5 años,54 a 60,2
"19.3869965887,-99.0825090796",Hidrometeorológicos,Precipitación,Bajo,Iztapalapa,114338.055508,5 años,54 a 60,2
"19.3175480663,-99.0602956149",Hidrometeorológicos,Precipitación,Bajo,Iztapalapa,111465.451096,5 años,54 a 60,2
"19.3764731218,-99.0553967515",Hidrometeorológicos,Precipitación,Bajo,Iztapalapa,152683.495592,5 años,54 a 60,2
"19.3739629919,-99.0288813783",Hidrometeorológicos,Precipitación,Muy Bajo,Iztapalapa,202339.93361,5 años,41 a 54,1
"19.3316237361,-99.0892253687",Hidrometeorológicos,Precipitación,Bajo,Iztapalapa,198098.040003,5 años,54 a 60,2
"19.3330995275,-99.1056877219",Hidrometeorológicos,Precipitación,Bajo,Iztapalapa,209673.960379,5 años,54 a 60,2
"19.3429606635,-98.9967025827",Hidrometeorológicos,Precipitación,Muy Bajo,Iztapalapa,194394.990563,5 años,41 a 54,1
"19.3487238698,-99.0088777386",Hidrometeorológicos,Precipitación,Muy Bajo,Iztapalapa,211894.609043,5 años,41 a 54,1
"19.3214845575,-99.0402938863",Hidrometeorológicos,Precipitación,Muy Bajo,Iztapalapa,122339.654036,5 años,41 a 54,1
"19.3900536226,-99.0822399661",Hidrometeorológicos,Precipitación,Bajo,Iztapalapa,157728.921859,5 años,54 a 60,2
"19.2687778988,-99.2261073299",Hidrometeorológicos,Precipitación,Medio,Tlalpan,315967.275622,5 años,60 a 64,3
"19.2938949426,-99.1774958068",Hidrometeorológicos,Precipitación,Medio,Tlalpan,241772.594536,5 años,60 a 64,3
"19.4758916268,-99.0815895695",Hidrometeorológicos,Precipitación,Bajo,Gustavo A. Madero,280489.979226,5 años,54 a 60,2
"19.4935520756,-99.1010195529",Hidrometeorológicos,Precipitación,Bajo,Gustavo A. Madero,173269.17579,5 años,54 a 60,2
"19.4116803173,-99.1300593466",Hidrometeorológicos,Precipitación,Bajo,Cuauhtémoc,202360.644791,5 años,54 a 60,2
"19.4611685288,-99.1295593797",Hidrometeorológicos,Precipitación,Bajo,Cuauhtémoc,98865.7478306,5 años,54 a 60,2
"19.3963364372,-99.112372099",Hidrometeorológicos,Precipitación,Bajo,Iztacalco,185013.184236,5 años,54 a 60,2
"19.3942804121,-99.1279579613",Hidrometeorológicos,Precipitación,Bajo,Iztacalco,188197.195706,5 años,54 a 60,2
"19.5053127548,-99.0952811139",Hidrometeorológicos,Precipitación,Bajo,Gustavo A. Madero,154335.730527,5 años,54 a 60,2
"19.4282498714,-99.1394245172",Hidrometeorológicos,Precipitación,Bajo,Cuauhtémoc,190411.50771,5 años,54 a 60,2
"19.4509636834,-99.0755655232",Hidrometeorológicos,Precipitación,Muy Bajo,Gustavo A. Madero,279455.658593,5 años,41 a 54,1
"19.4900816306,-99.136927651",Hidrometeorológicos,Precipitación,Bajo,Gustavo A. Madero,213236.09735,5 años,54 a 60,2
"19.3915190753,-99.1062809426",Hidrometeorológicos,Precipitación,Bajo,Iztacalco,226519.12947,5 años,54 a 60,2
"19.4091261685,-99.1629469581",Hidrometeorológicos,Precipitación,Medio,Cuauhtémoc,135832.942177,5 años,60 a 64,3
"19.4090086125,-99.2425742157",Hidrometeorológicos,Precipitación,Alto,Miguel Hidalgo,321319.055166,5 años,64 a 70,4
"19.4101228598,-99.1189220115",Hidrometeorológicos,Precipitación,Bajo,Venustiano Carranza,207915.592588,5 años,54 a 60,2
"19.4125984747,-99.0767987891",Hidrometeorológicos,Precipitación,Bajo,Venustiano Carranza,215958.145317,5 años,54 a 60,2
"19.4560520266,-99.2030166498",Hidrometeorológicos,Precipitación,Alto,Miguel Hidalgo,208633.584354,5 años,64 a 70,4
"19.4151015068,-99.1821911726",Hidrometeorológicos,Precipitación,Alto,Miguel Hidalgo,240964.998369,5 años,64 a 70,4
"19.4297495341,-99.0622667392",Hidrometeorológicos,Precipitación,Muy Bajo,Venustiano Carranza,22976.7136455,5 años,41 a 54,1
"19.4112939989,-99.0886656159",Hidrometeorológicos,Precipitación,Bajo,Venustiano Carranza,208884.977044,5 años,54 a 60,2
"19.425440071,-99.1244972421",Hidrometeorológicos,Precipitación,Bajo,Venustiano Carranza,140697.162876,5 años,54 a 60,2
"19.4583478774,-99.2124072105",Hidrometeorológicos,Precipitación,Alto,Miguel Hidalgo,248280.168118,5 años,64 a 70,4
"19.4484493117,-99.1553477965",Hidrometeorológicos,Precipitación,Medio,Cuauhtémoc,416375.010796,5 años,60 a 64,3
"19.4145781236,-99.0784477618",Hidrometeorológicos,Precipitación,Bajo,Venustiano Carranza,200873.519168,5 años,54 a 60,2
"19.4403633212,-99.0789413609",Hidrometeorológicos,Precipitación,Muy Bajo,Venustiano Carranza,155063.979329,5 años,41 a 54,1
"19.4052674632,-99.198902382",Hidrometeorológicos,Precipitación,Alto,Miguel Hidalgo,236483.367772,5 años,64 a 70,4
"19.4533390392,-99.2057041521",Hidrometeorológicos,Precipitación,Alto,Miguel Hidalgo,384222.694376,5 años,64 a 70,4
"19.4278674738,-99.1163853175",Hidrometeorológicos,Precipitación,Bajo,Venustiano Carranza,480272.313428,5 años,54 a 60,2
"19.2185582633,-98.955986568",Hidrometeorológicos,Precipitación,Muy Bajo,Tláhuac,2403593.89981,5 años,41 a 54,1
"19.2548485672,-99.1091015484",Hidrometeorológicos,Precipitación,Bajo,Xochimilco,308962.731715,5 años,54 a 60,2
"19.2767559544,-99.1544235579",Hidrometeorológicos,Precipitación,Medio,Tlalpan,157919.644612,5 años,60 a 64,3
"19.3396211658,-99.0815106643",Hidrometeorológicos,Precipitación,Bajo,Iztapalapa,69313.4522615,5 años,54 a 60,2
"19.3377382273,-99.0842151318",Hidrometeorológicos,Precipitación,Bajo,Iztapalapa,119271.632114,5 años,54 a 60,2
"19.3004914778,-99.1746505008",Hidrometeorológicos,Precipitación,Medio,Tlalpan,143124.698531,5 años,60 a 64,3
"19.2298375479,-99.1219804578",Hidrometeorológicos,Precipitación,Medio,Xochimilco,512945.147947,5 años,60 a 64,3
"19.2424807721,-99.0264731095",Hidrometeorológicos,Precipitación,Muy Bajo,Xochimilco,505715.375782,5 años,41 a 54,1
"19.2127943937,-99.159080207",Hidrometeorológicos,Precipitación,Medio,Tlalpan,489375.113905,5 años,60 a 64,3
"19.2340822407,-99.2036992639",Hidrometeorológicos,Precipitación,Medio,Tlalpan,67266.1434486,5 años,60 a 64,3
"19.2240740871,-99.1943846001",Hidrometeorológicos,Precipitación,Medio,Tlalpan,46309.460947,5 años,60 a 64,3
"19.3283590864,-99.0716233269",Hidrometeorológicos,Precipitación,Bajo,Iztapalapa,151116.185571,5 años,54 a 60,2
"19.3887876804,-99.0697048471",Hidrometeorológicos,Precipitación,Bajo,Iztacalco,150862.802451,5 años,54 a 60,2
"19.3895133168,-99.1201433916",Hidrometeorológicos,Precipitación,Bajo,Iztacalco,237563.63502,5 años,54 a 60,2
"19.4916729903,-99.0783592578",Hidrometeorológicos,Precipitación,Muy Bajo,Gustavo A. Madero,166619.196982,5 años,41 a 54,1
"19.469417941,-99.1412641278",Hidrometeorológicos,Precipitación,Bajo,Gustavo A. Madero,378425.462059,5 años,54 a 60,2
